2025-01-27 16:25:39,2
2025-01-27 16:25:39,7
2025-01-27 16:25:40,9
2025-01-27 16:25:42,12
2025-01-27 16:25:45,5
2025-01-27 16:25:47,3
2025-01-27 16:25:49,4
2025-01-27 16:25:51,4
2025-01-27 16:25:54,5
2025-01-27 16:25:56,2
2025-01-27 16:25:58,21
2025-01-27 16:26:00,9
2025-01-27 16:26:03,13
2025-01-27 16:26:05,14
2025-01-27 16:26:07,16
2025-01-27 16:26:09,48
2025-01-27 16:26:12,75
2025-01-27 16:26:14,84
2025-01-27 16:26:16,70
2025-01-27 16:26:18,50
2025-01-27 16:26:21,41
2025-01-27 16:26:23,37
2025-01-27 16:26:25,4
2025-01-27 16:26:28,12
2025-01-27 16:26:30,11
2025-01-27 16:26:32,7
2025-01-27 16:28:42,5
2025-01-27 16:28:42,11
2025-01-27 16:28:44,33
2025-01-27 16:28:47,8
2025-01-27 16:28:49,20
2025-01-27 16:28:51,13
2025-01-27 16:28:53,23
2025-01-27 16:28:56,6
2025-01-27 16:28:58,5
2025-01-27 16:29:00,6
2025-01-27 16:29:02,2
2025-01-27 16:29:05,2
2025-01-27 16:29:07,2
2025-01-27 16:29:09,2
2025-01-27 16:29:11,7
2025-01-27 16:29:14,1
2025-01-27 16:29:16,3
2025-01-27 16:29:18,3
2025-01-27 16:29:20,4
2025-01-27 16:29:23,12
2025-01-27 16:29:25,8
2025-01-27 16:29:27,13
2025-01-27 16:29:29,7
2025-01-27 16:29:32,2
2025-01-27 16:29:34,7
2025-01-27 16:29:36,7
2025-01-27 16:29:38,9
2025-01-27 16:29:41,6
2025-01-27 16:29:43,9
2025-01-27 16:29:45,0
2025-01-27 16:29:48,7
2025-01-27 16:29:50,3
2025-01-27 16:29:52,12
2025-01-27 16:29:54,8
2025-01-27 16:29:57,1
2025-01-27 16:29:59,0
2025-01-27 16:30:01,4
2025-01-27 16:30:03,1
2025-01-27 16:30:06,3
2025-01-27 16:30:08,2
2025-01-27 16:30:10,1
2025-01-27 16:30:12,0
2025-01-27 16:30:15,3
2025-01-27 16:30:17,0
2025-01-27 16:30:19,0
2025-01-27 16:30:21,5
2025-01-27 16:30:24,0
2025-01-27 16:30:26,2
2025-01-27 16:30:28,1
2025-01-27 16:30:30,7
2025-01-27 16:30:33,3
2025-01-27 16:30:35,0
2025-01-27 16:30:37,3
2025-01-27 16:30:39,4
2025-01-27 16:30:42,0
2025-01-27 16:30:44,1
2025-01-27 16:30:46,4
2025-01-27 16:30:49,6
2025-01-27 16:30:51,0
2025-01-27 16:30:53,3
2025-01-27 16:30:55,1
2025-01-27 16:30:58,2
2025-01-27 16:31:00,9
2025-01-27 16:31:02,0
2025-01-27 16:31:04,2
2025-01-27 16:31:07,7
2025-01-27 16:31:09,0
2025-01-27 16:33:35,28
2025-01-27 16:33:37,26
2025-01-27 16:33:39,32
2025-01-27 16:33:42,37
2025-01-27 16:33:44,31
2025-01-27 16:33:46,20
2025-01-27 16:33:48,12
2025-01-27 16:33:51,5
2025-01-27 16:33:53,1
2025-01-27 16:33:55,3
2025-01-27 16:33:58,0
2025-01-27 16:34:00,0
2025-01-27 16:34:02,0
2025-01-27 16:34:04,2
2025-01-27 16:34:07,0
2025-01-27 16:34:09,0
2025-01-27 16:34:11,0
2025-01-27 16:34:13,0
2025-01-27 16:34:16,0
2025-01-27 16:34:18,0
2025-01-27 16:34:20,0
2025-01-27 16:34:22,0
2025-01-27 16:34:25,1
2025-01-27 16:34:27,0
2025-01-27 16:34:29,0
2025-01-27 16:34:31,0
2025-01-27 16:34:34,0
2025-01-27 16:34:36,0
2025-01-27 16:34:38,0
2025-01-27 16:34:40,0
2025-01-27 16:34:43,0
2025-01-27 16:34:45,0
2025-01-27 16:34:47,0
2025-01-27 16:34:49,0
2025-01-27 16:34:52,0
2025-01-27 16:34:54,0
2025-01-27 16:34:56,0
2025-01-27 16:34:59,0
2025-01-27 16:35:01,1
2025-01-27 16:35:03,0
2025-01-27 16:35:05,7
2025-01-27 16:35:08,5
2025-01-27 16:35:10,4
2025-01-27 16:35:12,0
2025-01-27 16:35:14,1
2025-01-27 16:35:17,0
2025-01-27 16:35:19,0
2025-01-27 16:35:21,0
2025-01-27 16:35:23,0
2025-01-27 16:35:26,5
2025-01-27 16:35:28,0
2025-01-27 16:35:30,1
2025-01-27 16:35:32,0
2025-01-27 16:35:35,0
2025-01-27 16:35:37,1
2025-01-27 16:35:39,0
2025-01-27 16:35:41,0
2025-01-27 16:35:44,8
2025-01-27 16:35:46,2
2025-01-27 16:35:48,6
2025-01-27 16:35:51,0
2025-01-27 16:35:53,0
2025-01-27 16:35:55,0
2025-01-27 16:35:57,1
2025-01-27 16:58:54,14
2025-01-27 16:58:54,14
2025-01-27 16:58:54,8
2025-01-27 16:58:55,31
2025-01-27 16:58:57,44
2025-01-27 16:58:59,55
2025-01-27 16:59:01,58
2025-01-27 16:59:04,52
2025-01-27 16:59:06,47
2025-01-27 16:59:08,66
2025-01-27 16:59:10,71
2025-01-27 16:59:13,86
2025-01-27 16:59:15,55
2025-01-27 16:59:17,52
2025-01-27 16:59:19,53
2025-01-27 16:59:22,72
2025-01-27 16:59:24,65
2025-01-27 16:59:26,70
2025-01-27 16:59:28,48
2025-01-27 16:59:31,46
2025-01-27 16:59:33,41
2025-01-27 16:59:35,46
2025-01-27 16:59:37,33
2025-01-27 16:59:40,20
2025-01-27 16:59:42,5
2025-01-27 16:59:44,16
2025-01-27 16:59:47,1
2025-01-27 16:59:49,21
2025-01-27 16:59:51,11
2025-01-27 16:59:53,17
2025-01-27 16:59:56,20
2025-01-27 16:59:58,15
2025-01-27 17:00:00,17
2025-01-27 17:00:02,21
2025-01-27 17:00:05,24
2025-01-27 17:00:07,40
2025-01-27 17:00:09,48
2025-01-27 17:00:11,55
2025-01-27 17:00:14,42
